tracking_id	locus	3_Leukemic_FPKM	5_Leukemic_FPKM	6_Leukemic_FPKM	7_Leukemic_FPKM	9_pre-leukemic_FPKM	8_pre-leukemic_FPKM	10_pre-leukemic_FPKM	11_pre-leukemic_FPKM
Fnbp1l	chr3:122538718-122619714	0.261516	0.116102	0.160929	0.0194742	0.0273993	0.149163	0.100786	0.0146442
Fnbp4	chr2:90745369-90781020	33.9535	37.3549	46.5321	36.8321	54.0613	39.6317	45.2732	42.2623
Fnd3c2	chrX:106235245-106255372	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fndc1	chr17:7738567-7804974	0.0115896	0.0228643	0.01	0.0172625	0.0242819	0.01	0.0127548	0.01
Fndc3a	chr14:72537952-72710003	15.2578	12.1246	19.2749	12.5446	15.8666	12.0357	14.6777	15.0106
Fndc3b	chr3:27416161-27710439	2.68683	3.37515	0.547618	1.31422	5.11404	4.36071	4.7668	4.35771
Fndc3c1	chrX:106420042-106485229	0.01	0.0139929	0.01	0.01	0.01	0.01	0.01	0.01
Fndc4	chr5:31292245-31295877	0.126016	0.0622846	0.298598	0.0940893	0.01	0.0655146	0.01	0.01
Fndc5	chr4:129137059-129144593	0.0521772	0.0773223	0.0247186	0.01	0.137006	0.01	0.01	0.0293184
Fndc7	chr3:108853677-108890008	0.0280455	0.1049	0.0398306	0.0417862	0.0146951	0.0290891	0.0463417	0.01
Fndc8	chr11:82892144-82900737	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fndc9	chr11:46193848-46589232	0.01	0.0937433	0.0299607	0.01	0.01	0.0328684	0.10516	0.01
Fnip1	chr11:54438178-54518241	6.30656	5.25439	4.68614	4.85656	5.82782	5.47829	5.58867	6.12122
Fnip2	chr3:79345375-79567679	1.49998	4.01652	2.21051	0.183778	0.198829	0.905333	0.146158	0.106261
Fnta	chr8:25998721-26015601	45.9147	33.1949	30.4948	39.0336	32.6313	38.4337	35.5869	35.0294
Fntb	chr12:76837466-76921412	8.93126	9.45348	9.24913	8.79061	6.42013	6.72405	7.16426	5.71982
Focad	chr4:88094629-88411011	7.34316	6.98975	7.12848	6.86218	6.85969	6.65613	5.18624	5.3296
Folh1	chr7:86718975-86775864	0.0229395	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Folr1	chr7:101858330-101870788	0.01	0.232477	0.0556163	0.01	0.01	0.0611587	0.01	0.01
Folr2	chr7:101839987-101857190	0.0738217	0.0729758	0.210448	0.221195	0.01	0.01	0.01	0.01
Fopnl	chr16:14299243-14317332	34.5068	40.564	29.7724	46.4171	38.3288	31.4425	33.8253	36.4487
Fos	chr12:85473900-85477270	6.60759	2.31403	13.3107	1.33666	1.84622	0.787562	0.611256	0.69756
Fosb	chr7:19302695-19310045	0.548326	0.324759	1.05587	0.136237	0.364233	0.132784	0.120996	0.0820061
Fosl1	chr19:5447697-5457563	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fosl2	chr5:32136471-32157839	0.577743	0.455915	0.710987	0.206529	0.37524	0.467247	0.114448	0.168217
Foxa1	chr12:57540631-57546121	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxa2	chr2:148042876-148046969	0.0348422	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxa3	chr7:19013282-19023539	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxb1	chr9:69757709-69760940	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxb2	chr19:16872315-16873830	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxc1	chr13:31806645-31810635	0.620947	0.817177	5.37384	2.28819	2.26094	1.10971	2.11159	2.0503
Foxc2	chr8:121116170-121118894	0.01	0.01	0.01	0.0385918	0.0543246	0.01	0.0286165	0.01
Foxd1	chr13:98354244-98356705	0.01	0.01	0.01	0.01	0.0303227	0.01	0.01	0.01
Foxd2	chr4:114906279-114908898	6.96075	0.506482	0.920315	1.44954	0.623516	0.336419	0.567446	0.667179
Foxd2os	chr4:114909288-114921118	8.90573	1.71116	2.12664	2.51174	0.922287	1.26722	1.02535	0.712627
Foxd3	chr4:99656298-99658671	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxd4	chr19:24898964-24901309	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxe1	chr4:46344193-46345309	0.01	0.01	0.0671899	0.01	0.01	0.01	0.01	0.01
Foxe3	chr4:114925146-114926013	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxf1	chr8:121084385-121088154	0.117281	0.01	0.0555725	0.01	0.01	0.01	0.01	0.01
Foxf2	chr13:31625815-31631406	12.7085	1.81564	1.71244	0.134887	0.0316531	0.0313067	0.100128	0.135505
Foxg1	chr12:49382882-49386867	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxh1	chr15:76668223-76669948	0.222794	0.0552017	0.01	0.01	0.01	0.116226	0.01	0.01
Foxi1	chr11:34204340-34208089	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxi2	chr7:135410366-135413615	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxi3	chr6:70956605-70961066	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxj1	chr11:116330703-116335354	0.0823279	0.0271157	0.104015	0.122875	0.0576608	0.0570358	0.0303834	0.01
Foxj2	chr6:122820183-122845366	6.9449	7.71022	6.52366	5.75058	7.9046	8.28829	8.11296	8.03999
Foxj3	chr4:119539660-119629119	13.4953	12.5713	12.2545	13.2217	17.7811	15.3673	15.5773	15.7645
Foxk1	chr5:142401496-142462015	10.8051	10.2813	12.2535	9.13406	13.7168	12.3886	12.1284	11.3547
Foxk2	chr11:121259986-121309896	19.1691	19.861	19.6864	22.1858	19.0525	19.4458	15.9383	17.2907
Foxl1	chr8:121127684-121130644	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxl2	chr9:98955606-98958126	0.01	0.0277924	0.772905	0.293868	0.886541	1.22767	1.55737	1.39141
Foxl2os	chr9:98949154-98955310	0.01	0.0547999	1.61226	0.24828	0.912223	1.70927	1.28635	0.664232
Foxm1	chr6:128362993-128385144	40.7249	24.2469	20.5741	22.5311	17.0019	25.9627	23.777	21.594
Foxn1	chr11:78357576-78386608	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxn2	chr17:88440711-88490533	16.4207	20.3368	16.6621	21.9298	14.5267	12.0295	15.2076	12.6798
Foxn3	chr12:99195093-99450074	12.9118	17.01	14.2095	17.6137	21.668	18.705	18.4885	21.938
Foxn4	chr5:114254163-114273761	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Foxo1	chr3:52268336-52350109	57.237	103.858	98.637	119.86	156.168	143.652	178.914	176.467
Foxo3	chr10:42185785-42276742	15.8074	27.1504	22.061	10.9765	24.7048	19.7488	19.2258	22.9664
Foxo4	chrX:101254527-101260873	19.891	16.3763	16.4187	9.83423	12.6371	13.8538	12.9868	12.7504
Foxo6	chr4:120267077-120287261	0.168175	0.304668	0.265606	0.29286	0.265048	0.233039	0.248318	0.189085
Foxp1	chr6:98925341-99435345	37.552	40.7389	39.4882	47.2918	51.2755	43.6718	47.8247	50.8388
Foxp2	chr6:14901348-15441977	0.0106129	0.01	0.01	0.01	0.0111153	0.01	0.01	0.01
Foxp3	chrX:7558561-7605420	0.22471	0.340308	0.381979	0.223337	0.196419	0.133193	0.101142	0.123389
Foxp4	chr17:47867132-47924632	24.9512	35.939	32.5611	31.3281	32.4038	30.3858	34.9658	32.8774
Foxq1	chr13:31558169-31560974	0.01	0.198053	0.01	0.01	0.01	0.01	0.01	0.01
Foxr1	chr9:44434233-44440868	0.266318	0.0878741	0.463134	0.331955	0.467738	0.323654	0.247303	0.200415
Foxr2	chrX:153118787-153132861	0.01	0.0428887	0.01	0.01	0.01	0.01	0.01	0.01
Foxred1	chr9:35204220-35211055	25.6814	20.7362	18.5694	23.4722	18.4187	17.7252	18.5285	16.6473
Foxred2	chr15:77940521-77956722	0.57776	1.65365	3.51895	1.73986	2.49496	1.33434	1.70995	1.90849
Foxs1	chr2:152931897-152933208	0.01	0.0579243	0.01	0.01	0.0617283	0.12197	0.261837	0.264724
Fpgs	chr2:32646594-32694175	19.9146	20.686	20.7628	13.0755	22.5991	17.6503	17.0359	17.3944
Fpgt	chr3:155084918-155093378	3.69192	3.547	4.43667	5.2977	6.68459	6.79953	6.39858	6.48135
Fpr-rs3	chr17:20623845-20624877	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fpr-rs4	chr17:18021732-18022704	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fpr-rs6	chr17:20182077-20183097	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fpr1	chr17:17876470-17883939	3.06395	2.80807	3.34782	0.433096	0.549615	0.482677	0.194254	0.196413
Fpr2	chr17:17887823-17893952	5.92203	3.17056	6.91576	0.887478	1.56434	1.79273	0.132733	0.201272
Fpr3	chr17:17970457-17971677	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fra10ac1	chr19:38188478-38224132	14.4237	14.2928	12.0432	17.3787	17.6881	16.6862	15.3448	16.7502
Fras1	chr5:96373954-96784728	0.01	0.0701557	0.0118851	0.01	4.05177	0.0130102	0.01	0.0140413
Frat1	chr19:41829969-41832583	1.43287	2.69792	2.6898	1.21045	2.24363	2.21934	2.1548	2.40075
Frat2	chr19:41845975-41848132	6.69589	8.46474	14.0205	7.36407	6.93686	8.34992	6.57978	9.93824
Frem1	chr4:82897919-83052167	0.01	0.0212655	0.01	0.01	0.01	0.01	0.01	0.01
Frem2	chr3:53513937-53657355	0.01	0.01	0.01	0.0401259	0.0394967	0.044688	0.0236818	0.0241178
Frem3	chr8:80611038-80695557	0.01	0.0100454	0.01	0.01	0.01	0.01	0.0224068	0.01
Frg1	chr8:41397453-41417118	102.745	128.733	110.243	198.8	110.069	114.554	114.93	114.055
Frk	chr10:34483399-34611230	0.01	0.0145076	0.01	0.01	0.01	0.01	0.01	0.01
Frmd3	chr4:74013602-74202214	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Frmd4a	chr2:4152862-4614043	10.6528	9.7418	8.28738	3.17591	5.45434	7.24856	5.38138	5.60202
Frmd4b	chr6:97286866-97617657	1.82869	1.88442	2.24431	0.645807	4.11664	0.955335	1.22334	1.18379
Frmd5	chr2:121545528-121807057	0.0163455	0.01	0.092867	0.01	0.0342756	0.0339187	0.01	0.01
Frmd6	chr12:70825513-70902234	56.0347	43.7792	44.4366	74.9125	63.388	60.5123	51.7434	58.4614
Frmd7	chrX:50892644-50942710	0.01	0.01	0.01	0.01	0.0154149	0.01	0.0162043	0.0329636
Frmd8	chr19:5850973-5875208	34.3772	26.6626	32.835	32.8132	30.1864	36.1999	35.0874	33.6255
Frmpd1	chr4:45184905-45285936	0.184362	0.0139929	0.0134271	0.01	0.01	0.0441294	0.0312457	0.0158916
Frmpd1os	chr4:45184905-45285936	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Frmpd3	chrX:140367493-140394520	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Frmpd4	chrX:167471305-168577233	0.0822828	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Frrs1	chr3:116859566-116903750	1.62922	2.98009	0.922535	1.60357	0.683199	1.02837	1.18979	0.635755
Frrs1l	chr4:56960135-56990391	0.01	0.01	0.01	0.01	0.0187609	0.01	0.019734	0.01
Frs2	chr10:117070126-117148474	6.40708	6.93231	7.86121	6.09588	8.88725	9.58801	8.62809	9.92834
Frs3	chr17:47695206-47704286	0.6401	0.166552	0.447096	0.201289	0.141732	0.140162	0.373883	0.0758604
Frs3os	chr17:47695206-47704286	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fry	chr5:150259929-150497753	2.47548	3.28665	4.05542	2.04601	4.69329	3.55718	3.5113	3.34599
Fryl	chr5:73020190-73256618	14.6341	19.9954	23.7588	13.875	26.189	23.2294	27.3032	30.1311
Frzb	chr2:80411969-80447396	0.0960247	0.165981	0.0227426	0.01	0.01	0.0498694	0.01	0.01
Fsbp	chr4:11558919-11615808	0.951201	0.370097	0.272428	0.313584	0.393486	0.404602	0.779499	0.506417
Fscb	chr12:64471332-64474898	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fscn1	chr5:142960354-142973189	0.740797	1.38537	2.08067	0.31586	0.22232	0.164939	0.263532	0.267616
Fscn2	chr11:120361533-120368173	0.01	0.01	0.0406675	0.01	0.01	0.01	0.01	0.01
Fscn3	chr6:28427900-28438622	0.01	0.01	0.0776683	0.01	0.01	0.01	0.0455703	0.01
Fsd1	chr17:55986510-55996881	0.01	0.01	0.039883	0.01	0.0442951	0.01	0.01	0.01
Fsd1l	chr4:53631470-53707009	0.369341	0.809864	0.579787	0.0536535	0.0565951	0.196211	0.108949	0.0504091
Fsd2	chr7:81534353-81566981	0.0470477	0.0464678	0.01	0.01	0.148176	0.01	0.01	0.01
Fshb	chr2:107056140-107059651	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fshr	chr17:88984951-89200675	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fsip1	chr2:118204887-118256966	0.618477	0.131187	0.083808	0.33038	0.232757	0.414151	0.393788	0.448783
Fst	chr13:114452261-114458951	0.01	0.01	0.01	0.01	0.01	0.0287398	0.01	0.01
Fstl1	chr16:37777054-37836516	0.3834	0.719147	0.326801	0.142906	0.140766	0.0994893	0.952105	0.0860289
Fstl3	chr10:79697304-80369637	0.0371652	0.404367	0.211426	0.166616	0.11734	0.0773491	0.1239	0.0837575
Fstl4	chr11:52764705-53187347	0.01	0.0442248	0.01	0.01	0.047004	0.01	0.01	0.0251406
Fstl5	chr3:76074560-76710005	0.135549	0.505314	1.02677	0.381537	0.725973	1.10931	1.14521	1.2323
Ftcd	chr10:76575647-76590338	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fth1	chr19:9980599-9985111	877.705	1020.76	937.432	554.759	336.622	559.464	470.989	474.168
Fthl17	chrX:9033485-9034333	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ftl1	chr7:45457943-45459886	408.013	638.563	551.195	459.449	368.469	405.696	415.38	442.278
Ftmt	chr18:52331535-52332996	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fto	chr8:91313524-91668433	29.6379	23.1697	21.5455	22.6026	21.9256	25.3509	24.2515	23.6902
Ftsj1	chrX:8238667-8252406	6.47387	9.51629	7.72516	7.71801	5.38805	7.37416	6.83566	6.33063
Ftsj2	chr5:140327673-140331898	7.84182	7.30288	6.4002	7.9841	7.83409	7.79617	5.96002	8.98722
Ftsj3	chr11:106249143-106255802	49.6116	45.6656	58.0037	60.2013	54.3309	43.3395	45.9797	42.6867
Ftx	chrX:103560909-103623754	4.26613	3.85648	7.05607	2.67393	9.59363	8.10004	7.94643	8.2542
Fubp1	chr3:152210457-152236830	17.7066	24.4105	23.6637	31.2967	45.5019	44.0031	37.0796	38.3656
Fubp3	chr2:31572650-31617526	17.0791	13.5012	14.2797	14.5065	14.3625	14.7823	15.0287	15.389
Fuca1	chr4:135920725-135940300	26.2916	25.4528	23.8493	24.4854	24.7321	28.9882	27.5297	29.2135
Fuca2	chr10:13501027-13517275	9.61222	9.71099	9.9106	8.17627	7.90702	9.70366	9.79528	10.1156
Fuk	chr8:110882455-110902488	3.39565	2.44076	3.83289	3.16904	4.07646	4.16169	3.96408	3.42368
Fundc1	chrX:17556568-17572297	22.5605	24.5244	24.1437	34.4928	28.4057	28.2033	32.6007	32.5538
Fundc2	chrX:75382398-75397158	26.2501	22.8648	19.9521	29.1859	17.7377	22.1586	21.8059	22.5427
Fuom	chr7:140097814-140102441	3.99787	2.28254	0.995037	1.58836	2.26092	1.77386	2.56811	2.18278
Furin	chr7:80389193-80405436	12.7466	15.8462	13.4263	10.7914	15.6599	15.9762	15.4713	17.9467
Fus	chr7:127967478-127982031	394.305	301.973	234.437	353.038	281.359	328.65	303.184	315.814
Fut1	chr7:45617605-45621059	0.01	0.0575105	0.110301	0.01	0.01	0.0604883	0.01	0.01
Fut10	chr8:31187330-31261924	4.42605	2.63168	3.92623	1.1405	3.46267	3.9387	2.90171	3.79391
Fut11	chr14:20694967-20700197	6.98211	7.09922	8.08949	5.05106	8.04596	8.65118	9.47791	8.90928
Fut2	chr7:45648590-45666394	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fut4	chr9:14748458-14752122	4.03745	2.0301	2.16202	0.703193	0.692653	0.469971	1.14514	0.888942
Fut4-ps1	chr17:56734227-56739292	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fut7	chr2:25423241-25426373	0.083645	0.50826	0.511344	0.125061	0.175451	0.216849	0.13906	0.0471483
Fut8	chr12:77238103-77475996	37.9719	22.5804	51.0487	45.4782	36.1667	33.9761	35.9965	34.0099
Fut9	chr4:25609332-25800003	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fuz	chr7:44896078-44929490	7.08155	6.19215	6.92294	5.5229	7.59852	6.92321	7.45275	6.27584
Fv1	chr4:147868978-147870358	4.01821	4.30937	5.27695	3.62757	4.82369	4.19201	4.80381	3.48856
Fxn	chr19:24261452-24280586	40.8093	32.0404	29.0142	44.4247	27.7425	28.3015	28.4432	25.5758
Fxr1	chr3:34020078-34081354	56.5504	55.466	52.883	63.1184	62.3604	58.5341	57.237	58.3453
Fxr2	chr11:69632970-69653297	29.4211	29.0353	34.8397	32.3545	37.248	33.5443	35.4191	34.6584
Fxyd1	chr7:31051677-31055656	0.01	0.01	0.01	0.282737	0.401434	0.01	0.01	0.01
Fxyd2	chr9:45399708-45410278	0.177108	0.01	0.338788	0.01	0.382464	0.188029	0.415764	0.826436
Fxyd3	chr7:31059934-31076697	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fxyd4	chr6:117933558-117937335	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fxyd5	chr7:31032722-31042331	64.9662	84.2757	112.4	66.9537	89.6921	65.8601	77.6162	76.7201
Fxyd6	chr9:45370184-45396159	53.9849	91.3377	29.9425	78.3885	60.7292	112.031	89.0681	86.2565
Fxyd7	chr7:31042514-31051454	0.01	0.133974	1.66218	0.202831	0.287168	0.01	0.01	0.01
Fyb	chr15:6579846-6665608	2.52978	5.81623	4.99195	1.65499	1.1668	1.05631	0.6495	0.724134
Fyco1	chr9:123789499-123851899	5.56754	4.90876	5.97158	2.62465	5.07104	3.60878	4.96948	4.00817
Fyn	chr10:39369798-39565374	105.444	72.531	87.8594	79.6733	82.3969	79.8518	90.8777	86.2858
Fyttd1	chr16:32877783-32908963	21.0022	17.9176	17.8441	29.2067	25.1859	22.2463	22.9426	20.8528
Fzd1	chr5:4753838-4758216	0.156509	0.154451	0.0889172	0.023324	0.0492226	0.0162371	0.01	0.01
Fzd10	chr5:128601105-128604093	0.01	0.01	0.01	0.01	0.0245897	0.01	0.01	0.01
Fzd2	chr11:102604430-102608058	0.209705	0.0188202	0.0180552	0.0568458	0.01	0.01	0.01	0.01
Fzd3	chr14:65192440-65262463	0.0104458	0.118415	0.26194	0.101051	0.21314	0.146085	0.200699	0.140159
Fzd4	chr7:89404365-89410110	0.0937664	0.148102	0.0532814	0.01	0.0393416	0.01	0.0413894	0.0631127
Fzd5	chr1:64730557-64737750	1.31123	1.6756	1.25789	0.91466	0.822678	1.26313	0.653748	0.815777
Fzd6	chr15:39006279-39038190	8.53928	26.6475	21.3062	26.0574	24.4234	20.9509	23.8468	26.5876
Fzd7	chr1:59482146-59486955	0.666972	0.490071	0.64492	0.148009	1.33857	1.92824	0.51589	0.651978
Fzd8	chr18:9212855-9216201	0.0207669	0.512624	0.0393399	0.01	0.74089	0.431206	0.412817	0.606005
Fzd9	chr5:135248937-135251047	1.4675	0.236218	0.938205	0.254899	1.32819	0.496982	0.454574	1.34498
Fzr1	chr10:81366878-81378370	51.813	78.869	56.2712	33.5667	29.9749	43.081	38.5526	36.2993
G0s2	chr1:193272159-193273188	1.30302	1.59703	1.71732	0.01	0.213404	0.526216	0.01	0.114703
G2e3	chr12:51348229-51376986	10.6905	8.41513	6.04129	10.292	6.36496	7.8457	7.42096	6.36657
G3bp1	chr11:55469751-55500887	151.162	133.799	118.438	163.725	139.323	135.172	119.528	116.454
G3bp2	chr5:92052144-92083744	57.4381	56.0467	46.0023	68.3789	57.7378	54.2801	52.3797	54.9729
G530011O06Rik	chrX:169685198-169990797	0.0299225	0.01	0.0567159	0.01	0.01	0.01	0.01	0.01
G630025P09Rik	chr11:69803594-69806038	0.090179	0.01	0.0569764	0.01	0.0631894	0.0312491	0.033314	0.01
G630055G22Rik	chr18:47922840-48107980	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G630064G18Rik	chr8:36985572-37024238	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G630071F17Rik	chr18:60663409-60671624	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G630090E17Rik	chr10:39946911-39986646	0.01	0.0407231	0.01	0.01	0.0433427	0.01	0.01	0.01
G630093K05Rik	chr13:47910434-47934301	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G6b	chr17:35062692-35066184	0.0635527	0.679599	0.240966	0.01	0.01	0.0330392	0.01	0.01
G6bos	chr17:35062692-35066184	0.01	0.01	0.0641328	0.01	0.01	0.01	0.01	0.01
G6pc	chr11:101367729-101377903	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0717706
G6pc2	chr2:69211072-69227993	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G6pc3	chr11:102189698-102194081	19.6093	18.748	22.1885	20.5784	22.3131	19.5299	17.3998	17.835
G6pd2	chr5:61808842-61810477	0.01	0.01	0.0430082	0.01	0.01	0.01	0.01	0.01
G6pdx	chrX:74393290-74453778	25.068	22.5797	24.8025	17.0129	13.1952	18.4699	15.4299	13.1173
G730013B05Rik	chr16:50526244-50559459	0.01	0.0263344	0.0252552	0.01	0.01	0.01	0.01	0.01
Gaa	chr11:119267966-119285698	13.8063	7.73431	9.72479	8.05015	10.3248	12.6901	8.9235	9.49179
Gab1	chr8:80764430-80880519	22.871	3.36699	9.89035	3.97575	10.2634	10.1492	7.16352	8.11141
Gab2	chr7:97081750-97308951	9.69221	8.81515	5.70671	8.29168	10.7165	11.5892	13.0685	13.2364
Gab3	chrX:74988544-75084905	1.0814	1.30314	1.66579	1.31244	1.03076	1.05448	1.12516	1.78828
Gabarap	chr11:69991369-69994949	127.668	155.183	145.394	134.761	129.961	142.221	155.782	160.511
Gabarapl1	chr6:129532183-129542331	22.8049	41.4476	34.4632	37.4391	30.4264	32.7521	30.3582	27.0775
Gabarapl2	chr8:111940702-111952915	27.6803	38.9636	30.1015	34.0091	24.009	24.8255	23.8066	22.6644
Gabbr1	chr17:37045965-37074305	7.99498	11.4879	11.6296	6.36626	11.2278	6.34709	8.74375	7.405
Gabbr2	chr4:46663897-46991714	0.0172123	0.339774	0.130396	0.0513119	0.252692	0.160748	0.379663	0.366732
Gabpa	chr16:84827870-84863778	29.617	25.7557	22.5668	32.2138	29.2187	29.5695	31.7021	30.3049
Gabpb1	chr2:126628906-126676337	38.417	32.9255	26.5445	40.0239	43.4345	42.1385	45.5621	48.3861
Gabpb2	chr3:95181765-95236424	31.1557	26.1426	27.7459	21.2435	25.0078	28.0342	25.0177	26.8005
Gabra1	chr11:42130939-42182930	0.0145758	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabra2	chr5:70961056-71095849	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabra3	chrX:72432675-72656246	0.055592	0.310973	0.01	0.01	0.01	0.01	0.01	0.01
Gabra4	chr5:71569733-71658308	0.01	0.0164479	0.01	0.01	0.01	0.01	0.01	0.01
Gabra5	chr7:57387271-57510009	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabra6	chr11:42306436-42321072	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrb1	chr5:71700015-72137244	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrb2	chr11:42419756-42632591	0.01	0.01	0.0168556	0.01	0.01	0.01	0.01	0.0199304
Gabrb3	chr7:57590517-57828801	0.01	0.01	0.01	0.01	0.0128826	0.01	0.01	0.01
Gabrd	chr4:155384978-155398069	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabre	chrX:72257431-72274721	0.01	0.01	0.01	0.01	0.0529195	0.0261752	0.01	0.0283095
Gabrg1	chr5:70751046-70842617	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrg2	chr11:41910189-42000714	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrg3	chr7:56724241-57386871	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrp	chr11:33550780-33578957	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gabrq	chrX:72825177-72842602	0.01	0.0136068	0.01	0.01	0.01	0.01	0.01	0.01
Gabrr1	chr4:33132555-33163588	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0357801
Gabrr2	chr4:33063111-33095865	0.0401956	0.119313	0.01	0.180271	0.550233	0.251076	0.178877	0.226635
Gabrr3	chr16:59407381-59461739	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gad1	chr2:70489939-70602012	0.01	0.01	0.01	0.01	0.0226178	0.01	0.0238083	0.01
Gad1os	chr2:70489939-70602012	0.01	0.01	0.01	0.01	0.01	0.0982359	0.01	0.01
Gad2	chr2:22622326-22693877	0.0120607	0.01	0.01	0.01	0.0126356	0.01	0.01	0.013508
Gadd45a	chr6:67035095-67080652	17.4184	52.2083	28.873	27.9215	16.945	20.1779	19.1957	23.632
Gadd45b	chr10:80930090-80932204	1.33913	2.65584	3.58345	2.73717	5.33986	2.60576	2.52555	3.51835
Gadd45g	chr13:51846674-51848474	3.23729	2.26481	4.05517	1.54649	3.58542	1.30831	2.4873	2.3421
Gadd45gip1	chr8:84832281-84840665	30.1273	29.7322	27.8498	33.0591	26.0598	25.6739	24.1913	24.9433
Gadl1	chr9:115909454-116076176	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gak	chr5:108569106-108629777	32.5178	36.0889	34.9788	32.234	37.6965	37.3512	39.3336	40.5041
Gal	chr19:3409916-3414457	0.01	0.128382	0.122554	0.01	0.01	0.01	0.147974	0.148117
Gal3st1	chr11:3983635-3999328	0.01	0.0453517	0.01	0.01	0.01	0.0477276	0.01	0.01
Gal3st2	chr1:93861343-93876494	0.01	0.01	0.01	0.0368143	0.01	0.01	0.01	0.01
Gal3st3	chr19:5298330-5308739	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gal3st4	chr5:138259657-138272754	0.01	0.01	0.01	0.01	0.0231448	0.01	0.01	0.024758
Galc	chr12:98202299-98259459	0.378552	1.45908	0.58042	0.241848	1.28559	1.25341	0.974461	0.849175
Gale	chr4:135965164-135968178	10.0185	10.1624	12.7819	9.89856	6.00081	10.5944	8.63076	7.19909
Galk1	chr11:115974724-116012719	40.8181	24.7007	25.5533	41.7987	26.6736	27.1398	22.9004	22.6181
Galk2	chr2:125859108-126152004	16.5155	17.6854	16.9209	18.6994	17.9364	18.2746	19.7527	19.3736
Galm	chr17:80127470-80185032	0.0637743	0.598923	0.392906	0.190476	0.469372	0.298417	0.176819	0.287082
Galns	chr8:122578236-122611487	12.9413	9.55822	12.9655	11.9701	12.0193	11.8807	12.9244	15.7337
